"code","name","OLCU_BR1","price","price2","NAKLIYET_TUT","KDV_ORANI","BARKOD1","BARKOD2","BARKOD3","ALIS_KDV_KODU","ALIS_FIAT1","ALIS_FIAT2","ALIS_FIAT3","ALIS_FIAT4"
"KD501","KD 501 NOZUL","AD","107.90000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KD501HAMİL","501 KD MEME HAMİLİ","AD","15.50000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KE135GT","KE135GT KL ECO 135W GRAVÜR TAŞLAMA","AD","500.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KE14185DAT","KE14185DAT KL ECO DAİRE TESTERE 1400W","AD","1275.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KE2018BT","KE2018BT KL ECO 180 MM BÜYÜK TAŞLAMA","AD","1755.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KE2023BT","KE2023BT KL ECO 230 MM BÜYÜK TAŞLAMA","AD","1755.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KE2213NM-DB","KE2213NM-DB KL ECO 12V ÇİFT AKÜLÜ MATKAP","AD","1500.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KE5513DM","KE5513DM KL ECO 13 MM DARBELİ MATKAP 600W","AD","595.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KE7511AT","KE7511AT KL ECO 115 MM AVUÇ TAŞLAMA 750W","AD","637.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEEP-001","6 İNC KEP","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE","18*25 ERBİ KELEPÇE","AD","5.91190000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE1","38*58 ERBİ KELEPÇE","AD","17.27240000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE10","32*51 ERBİ KELEPÇE","AD","16.37800000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE11","65*82 ERBİ KELEPÇE","AD","22.36470000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE12","19*26 ERBİ KELEPÇE","AD","13.46160000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE13","20*30 ERBİ KELEPÇE","AD","13.84430000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE14","25*42 ERBİ KELEPÇE","AD","14.95280000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE15","44*64 ERBİ KELEPÇE","AD","17.95280000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE16","57*76 ERBİ KELEPÇE","AD","21.31630000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE17","76*92 ERBİ KELEPÇE","AD","23.48640000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE18","92*110 ERBİ KELEPÇE","AD","27.07870000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE19","105*121 HORTUM KELEPÇESİ","AD","30.29570000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE2","8*13 ERBİ KELEPÇE","AD","5.07470000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE20","85*103 ERBİ KELEPÇE","AD","25.72980000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE21","130*146 ERBİ KELEPÇE","AD","36.35710000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE22","51*72 ERBİ KELEPÇE","AD","20.63600000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE23","115*135 ERBİ KELEPÇE","AD","34.02870000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE24","146*164 ERBİ KELEPÇE","AD","39.94940000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE25","103*110 AYARLI SAÇ KELEPÇE","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE26","135*146 AYARLI SAÇ KELEPÇE","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE27","152*165 AYARLI SAÇ KELEPÇE","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE3","10*16 ERBİ KELEPÇE","AD","5.31220000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE4","13*19 ERBİ KELEPÇE","AD","5.54240000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE5","28*48 ERBİ KELEPÇE","AD","15.63320000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPCE5661","56*61 AĞIR TİP KELEPÇE","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE6","1'' TRİFONLU DOĞALGAZ KELEPÇESİ","AD","15.16100000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE7","20-30 ERBİ KELEPÇE","AD","3.43650000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE8","22*36 ERBİ KELEPÇE","AD","14.13900000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KELEPÇE9","16*23 ERBİ KELEPÇE","AD","5.68610000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEN115","KEN 115 AVUÇ TAŞLAMA 860W","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","72.00000000","0.00000000","0.00000000","0.00000000"
"KESME-001","PT 100 ELEKTROD","AD","32.80000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KESME-002","PT 100 MEME","AD","32.80000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG2011799","KEYANG 2011799 MAKİNE KÖMÜRÜ","AD","77.10000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG2011800","KEYANG 2011800 MAKİNE KÖMÜRÜ","AD","110.20000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG2500055","KEYANG 2500055 MAKİNE KÖMÜRÜ","AD","14.30000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG250056","KEYANG 2500056 MAKİNE KÖMÜRÜ","AD","33.90000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8004170","""KEYANG 14,4V 2 AH ŞARZLI VİDALAMA""","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8004175","KEYANG HD18BL AKÜLÜ KIRICI DELİCİ 18V 5.0 AH","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8004183","KEYANG DG18BL-125S AKÜLÜ TAŞLAMA","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8004184","""KEYANG DD-1202L-10,8 VİDALAMA""","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8004211","KEYANG DD18BL-18 V AKÜLÜ VİDALA","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8004212","KEYANG DM18BL AKÜLÜ VİDALAMA","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8004266","KEYANG DARBELİ SOMUN SIKMA IW18BLA","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8004440","KEYANG DW18BLA DARBELİ SOMUN SIKMA 18V 5.0AH","AD","7800.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8004457","KEYANG DM20BLA 18V 5.0 A VİDALAMA","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8004458","KEYANG DM20BLA DARBELİ DELME VİDALAMA AKÜSÜZ","AD","4700.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8004514","KEYANG DARBELİ SOMUN SIKMA IW20BL","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8004570","""KEYANG HD20BLH 26V KIRICI DELİCİ 20V 5,0 AH 2 KG""","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8054063","KEYANG DMV-13K DARBELİ MATKAP","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8054064","KEYANG DMV-16K DARBELİ MATKAP","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8070128","KEYANG PHD-2838 KIRICI DELİCİ","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8081006","KEYANG ASD-5K VİDALAMA MAKİNASI","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8100089","KEYANG DG-751 KÜÇÜK TAŞLAMA","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8100090","KEYANG DG-851 KÜÇÜK TAŞLAMA","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8100103","KEYANG 1101C KÜÇÜK TAŞLAMA MAKİNASI","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8101035","KEYANG DG180-22 TAŞLAMA MAKİNASI","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8103442","KEYANG DG-924 230 MM TAŞLAMA","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8103490","KEYANG DG125-155 KÜÇÜK TAŞLAMA 125 MM","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8103491","KEYANG 230*2200 BÜYÜK TAŞLAMA","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8139002","KEYANG DP-7000 POLİSAJ MAKİNASI","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8152019","KEYANG CS-7CB DAİRE TESTERE","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG8156019","KEYANG RS1300 TİLKİ KUYRUĞU","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANG9410143","""KEYANG HD42-7DM KIRICI DELİCİ 7,5 KG""","AD","7750.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANGDG2302200","KEYANG DG230-22 TAŞLAMA MAKİNASI","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANGSET-1","KEYANG ÇANTALI 3 LÜ SET TORK+VİDALAMA+TAŞLAMA","AD","21520.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KEYANGSET-2","KEYANG ÇANTALI 3 LÜ SET HİLTİ+VİDALAMA+TAŞLAMA","AD","22950.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KILAVUZ004","3/4X14 NPT KLAVUZ","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KILAVUZ005","""1X11,5 NPT KLAVUZ""","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KILAVUZ006","""1 1/4X11,5 NPT KLAVUZ""","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KILAVUZ007","G3/4-14 GAZ DİŞ KLAVUZ","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KILAVUZ008","""M27X1,5 DİŞ KLAVUZ""","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KILGÖNYE","KIL GÖNYE 100X150 MM","AD","16.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KILGÖNYE-1","KIL GÖNYE 130X200 MM","AD","22.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT*501236","16-8 SAPAN KANCASI","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-00001","WC KROM KAGITLIK","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0001","SERVİS BEDELİ","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0002","HP 1010-2612 TONER","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0003","PE16 COMPATIBLE TONER","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0004","METAL ÇÖP KOVASI","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0005","DELGEÇ","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0006","ZIMBA MAKİNASI","AD","52.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0007","ZIMBA TELİ 24/6","AD","13.81000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0008","MY PEN TÜKENMEZ KALEM","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0009","MASA SETİ","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-001050","""5,0-20MM B22 MANDREN""","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0011","MAVİ TELLİ DOSYA","AD","160.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0012","A4 COPİER BONT FOTOKOPİ KAĞIDI","AD","105.00000000","0.00000000","0.00000000","10.00","NULL","NULL","NULL","10.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-00125","180 MM ELEKTROLİZE ELMAS KESİCİ","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0013","KURŞUN KALEM","AD","0.00000000","0.00000000","0.00000000","10.00","NULL","NULL","NULL","10.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0014","BANT MAKİNASI","AD","210.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0015","PARA BANTI","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-001503","CLIMAFLEX KAUÇUK LEVHA 10 MM SES VE ISI YALITIM","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0016","FOSFORLU KALEM","AD","25.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0017","KLASÖR","AD","60.95000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0018","BEYAZ TEBEŞİR","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0019","TAHTA KALEMİ","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0020","KASA DEFTERİ","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0021","PAINT TIGRA MARKALAMA KALEM","AD","55.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0022","EVRAK RAFI 3 LÜ","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0023","32 GB USB BELLEK","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0024","FABER SİLGİ","AD","0.00000000","0.00000000","0.00000000","10.00","NULL","NULL","NULL","10.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0025","A3 FOTOKOPİ KAĞIDI","AD","0.00000000","0.00000000","0.00000000","10.00","NULL","NULL","NULL","10.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0026","MİKRO KARTUŞLU TAHTA KALEMİ","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0027","30 CM CETVEL PLASTİK","AD","0.00000000","0.00000000","0.00000000","10.00","NULL","NULL","NULL","10.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0028","ŞEKİLLİ MAKAS UMİX","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0029","50 CM CETVEL YILDIZLAR","AD","0.00000000","0.00000000","0.00000000","10.00","NULL","NULL","NULL","10.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0030","DATA KPSS LİSE-ÖNL.SORU","AD","0.00000000","0.00000000","0.00000000","10.00","NULL","NULL","NULL","10.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0031","TEOR KPSS LİSANS GK.GY.KONU ANLATIMLA","AD","0.00000000","0.00000000","0.00000000","10.00","NULL","NULL","NULL","10.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0032","KPSS LİSE ÖNLİSANS KONU PRATİK","AD","0.00000000","0.00000000","0.00000000","10.00","NULL","NULL","NULL","10.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0033","KPSS LİSE-ÖNLİSANS KONU SET","AD","0.00000000","0.00000000","0.00000000","10.00","NULL","NULL","NULL","10.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0034","KPSS LİSE-ÖNLİSANS SORU/YARGI","AD","0.00000000","0.00000000","0.00000000","10.00","NULL","NULL","NULL","10.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0035","PVC KAPLAMA","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0036","35*50 RENKLİ MUKAVVA","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0037","50*70 RENKLİ MUKAVVA","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0038","200*300 TÜRK BAYRAĞI","AD","0.00000000","0.00000000","0.00000000","10.00","NULL","NULL","NULL","10.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0039","200*300 LOGOLU BAYRAK","AD","0.00000000","0.00000000","0.00000000","10.00","NULL","NULL","NULL","10.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0040","POŞET DOSYA EXXO","AD","52.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0041","PERSONEL ÖZLÜK DOSYASI","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0042","BRONS 7 GR YAPIŞTIRICI","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-00425","TERMOMETRE","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0043","BRONS 18 GR YAPIİTIRICI","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0044","EREN 4'LÜ BÜYÜK OYUN HAMURU","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0045","TOZ SİM ŞİŞEDE","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0046","MİKRO 9 GR GLU STICK YAPIŞTIRICI","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0047","MİKRO 21 GR GLUE STİCK YAPIŞTIRICI","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0048","MİKRO 40 GR GLUE STICK YAPIŞTIRICI","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0049","RENKLİ FON KARTONO","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0050","TÜP GUAŞ BOYA NOVACOLOR","AD","0.00000000","0.00000000","0.00000000","10.00","NULL","NULL","NULL","10.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0051","POSTİTİ JIA TE FOSFORLU","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0052","ÇİT ALANI GERİ ÇEKİLMESİ","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0053","MİNDER DERİ KAPLAMA","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0054","DAĞITIM ARABALARI MOBİLYA YAP.","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
"KIRT-0055","215*16 LASTİK","AD","0.00000000","0.00000000","0.00000000","20.00","NULL","NULL","NULL","20.00","0.00000000","0.00000000","0.00000000","0.00000000"
